id,airport_code,spirit_animal,email,app_name,material_type
"675","GBG","Brazilian otter","cstuffinsiq@cisco.com","Sonsing","Aluminum",
"676","ZAM","Common grenadier","hmanaghir@bbc.co.uk","Flowdesk","Brass",
"677","BJD","Hornbill, yellow-billed","fkeatesis@google.com","Alpha","Brass",
"678","YAC","Arctic ground squirrel","dainleyit@webeden.co.uk","Bitwolf","Wood",
"679","PLO","Beaver, eurasian","afilpoiu@europa.eu","Sonsing","Aluminum",
"680","PHQ","Reindeer","clestrangeiv@amazon.co.uk","Alpha","Plexiglass",
"681","DNA","Trumpeter, green-winged","jiozefovichiw@hhs.gov","Konklux","Granite",
"682","SPY","Echidna, short-beaked","shutfieldix@fc2.com","Tres-Zap","Steel",
"683","AOK","European shelduck","bburdettiy@fastcompany.com","Cardguard","Plexiglass",
"684","ESL","Greater adjutant stork","btaysbiliz@dell.com","Sonsing","Rubber",
"685","VII","Red brocket","cluttgertj0@paginegialle.it","Opela","Brass",
"686","SJX","Waxbill, violet-eared","tchampleyj1@twitpic.com","Bytecard","Rubber",
"687","AVX","Black and white colobus","lmcgenisj2@bravesites.com","Prodder","Granite",
"688","COD","Pigeon, feral rock","ekleselj3@blinklist.com","Y-Solowarm","Wood",
"689","CGD","Mouflon","wharmestonj4@icq.com","Home Ing","Steel",
"690","ERE","Gemsbok","jduncombej5@barnesandnoble.com","Zontrax","Vinyl",
"691","XES","Badger, honey","omurnamej6@icio.us","Zoolab","Aluminum",
"692","0","Giant otter","nvilej7@taobao.com","Matsoft","Vinyl",
"693","DNI","European spoonbill","dgyngellj8@amazonaws.com","Temp","Steel",
"694","BVI","Western grey kangaroo","bpartingtonj9@bluehost.com","Latlux","Brass",
"695","EVN","Kookaburra, laughing","mwaitlandja@unesco.org","Solarbreeze","Rubber",
"696","YTJ","Tokay gecko","rpegdenjb@canalblog.com","Lotstring","Brass",
"697","WMD","Boa, emerald green tree","agrzelczakjc@dailymotion.com","Tampflex","Aluminum",
"698","YHK","Killer whale","dvanarsdalejd@marketwatch.com","Toughjoyfax","Plastic",
"699","KEO","Lesser double-collared sunbird","gpettifordje@samsung.com","Voyatouch","Glass",
"700","TAM","Dassie","dhoundsonjf@is.gd","Prodder","Glass",
"701","GGC","Greater kudu","sjendrachjg@etsy.com","Hatity","Plexiglass",
"702","BTJ","Sambar","apowtonjh@fastcompany.com","Asoka","Granite",
"703","NOV","Opossum, american virginia","rsharvellji@wisc.edu","Fixflex","Vinyl",
"704","PTA","Black-backed magpie","cdarrigojj@gizmodo.com","Solarbreeze","Stone",
"705","YAX","Ibis, sacred","jmchanjk@weebly.com","Zontrax","Stone",
"706","GBU","Giant anteater","bairyjl@shop-pro.jp","Keylex","Brass",
"707","IAN","Galapagos mockingbird","sjoiscejm@amazon.co.uk","Y-find","Aluminum",
"708","YWR","Brown lemur","wfirminjn@reverbnation.com","Subin","Plexiglass",
"709","CET","Black-footed ferret","ecordyjo@paypal.com","Domainer","Rubber",
"710","JRB","Tammar wallaby","mstringmanjp@theatlantic.com","Sonsing","Wood",
"711","URT","Puma, south american","egusneyjq@engadget.com","Tin","Brass",
"712","OGB","Shrew, mandras tree","lgiacomuccijr@photobucket.com","Voyatouch","Granite",
"713","ZGF","Gray duiker","ljansemajs@indiatimes.com","Ronstring","Stone",
"714","BAN","Phalarope, northern","emckayjt@hp.com","Tin","Granite",
"715","CPE","Brazilian otter","ksprittju@shareasale.com","Quo Lux","Wood",
"716","SCC","Brown lemur","bbeesleyjv@macromedia.com","Bamity","Rubber",
"717","SCP","Laughing kookaburra","ljergerjw@squidoo.com","Voyatouch","Steel",
"718","IDO","Gull, lava","akleinjx@reuters.com","Solarbreeze","Granite",
"719","PIX","Black-winged stilt","svealjy@sfgate.com","Stronghold","Plexiglass",
"720","IHC","Bustard, denham's","abarbeyjz@i2i.jp","It","Glass",
"721","YHM","Knob-nosed goose","jodamsk0@dion.ne.jp","Job","Wood",
"722","RET","Wolf, mexican","dyurovk1@tumblr.com","Opela","Aluminum",
"723","VHY","Radiated tortoise","gyuk2@reference.com","Biodex","Rubber",
"724","AIO","Long-crested hawk eagle","dbirkinshawk3@homestead.com","Bitwolf","Granite",
"725","MXE","Bear, black","gantonsenk4@unc.edu","Stronghold","Wood",
"726","JEK","Lemur, ring-tailed","ccripwellk5@japanpost.jp","Ronstring","Brass",
"727","BHP","Black-winged stilt","cbritchk6@gov.uk","Y-find","Rubber",
"728","HOX","Hornbill, red-billed","wbonnerk7@soundcloud.com","Sub-Ex","Plexiglass",
"729","YST","Southern ground hornbill","mburstonk8@slashdot.org","Pannier","Glass",
"730","PRO","Sally lightfoot crab","aholcroftk9@businessweek.com","Tres-Zap","Steel",
"731","GOT","Bat-eared fox","tgilhoolka@businessinsider.com","Ronstring","Vinyl",
"732","YRC","Cockatoo, red-breasted","hwoolnerkb@washingtonpost.com","Domainer","Plastic",
"733","SJT","Deer, swamp","btomkisskc@cbslocal.com","Bitwolf","Stone",
"734","STU","Beisa oryx","ryakobkd@ed.gov","Stringtough","Vinyl",
"735","GGE","African fish eagle","bmarchingtonke@state.tx.us","Aerified","Glass",
"736","AXT","Impala","jcoringtonkf@flavors.me","Aerified","Plexiglass",
"737","VDM","Magpie, australian","mjudkinskg@pagesperso-orange.fr","Aerified","Steel",
"738","JIC","Darter, african","iduddenkh@china.com.cn","Fixflex","Granite",
"739","TAV","Vulture, turkey","tbrasnerki@i2i.jp","Holdlamis","Vinyl",
"740","NOO","Bat-eared fox","vhutchingskj@woothemes.com","Temp","Plastic",
"741","YYS","Crested bunting","sclemontskk@mozilla.com","Toughjoyfax","Glass",
"742","MVQ","Large-eared bushbaby","tcritchellkl@ihg.com","Tres-Zap","Plastic",
"743","SJQ","Hawk-headed parrot","negglesonkm@digg.com","It","Brass",
"744","RBG","Ring-necked pheasant","akellykn@skyrock.com","Alpha","Vinyl",
"745","SQR","Caracara, yellow-headed","dblackeyko@economist.com","Ronstring","Stone",
"746","KOO","Paddy heron (unidentified)","alubykp@studiopress.com","Tres-Zap","Brass",
"747","DLF","Lesser masked weaver","ebrimmacombekq@gmpg.org","Bamity","Plastic",
"748","FDA","Armadillo, common long-nosed","gfroodkr@youtube.com","Y-Solowarm","Glass",
"749","BEE","Loris, slender","hpendockks@home.pl","Transcof","Rubber",
"750","NDY","Red-winged blackbird","alarrattkt@bloomberg.com","Domainer","Aluminum",
"751","NBL","Ring-tailed lemur","crimellku@elpais.com","Solarbreeze","Stone",
"752","TYD","Kangaroo, western grey","lborrillkv@weebly.com","Ventosanzap","Steel",
"753","AFZ","Old world fruit bat (unidentified)","ndeandisiekw@toplist.cz","Bigtax","Rubber",
"754","CXH","Tree porcupine","geisigkx@cdc.gov","Voltsillam","Plastic",
"755","STP","Yellow mongoose","dskeeneky@boston.com","Voltsillam","Plastic",
"756","UTU","Seal, harbor","escobbiekz@washingtonpost.com","Ronstring","Aluminum",
"757","MBO","African wild cat","fpadrickl0@bing.com","Holdlamis","Glass",
"758","MHT","Least chipmunk","darrelll1@devhub.com","Toughjoyfax","Stone",
"759","YLW","Bird, black-throated butcher","mmaddisonl2@list-manage.com","Ronstring","Stone",
"760","LUA","Bee-eater, white-fronted","kratazzil3@discovery.com","Fix San","Brass",
"761","LCQ","Hawk, ferruginous","pwoodl4@gov.uk","Bytecard","Brass",
"762","DDM","Otter, african clawless","rtoombesl5@comcast.net","It","Granite",
"763","KZF","Lesser mouse lemur","pcoggingsl6@blogger.com","Quo Lux","Stone",
"764","OES","White-throated monitor","gpoldenl7@google.cn","Trippledex","Aluminum",
"765","GBD","Australian brush turkey","lsirettl8@forbes.com","Span","Rubber",
"766","CKU","Ground legaan","cferbyl9@prnewswire.com","Zathin","Wood",
"767","KGA","Cockatoo, slender-billed","emassimola@cnet.com","Voyatouch","Brass",
"768","AYE","Yellow-throated sandgrouse","mberranelb@imdb.com","Y-Solowarm","Rubber",
"769","MAW","Owl, madagascar hawk","jscaddinglc@feedburner.com","Tin","Plexiglass",
"770","MWL","Green-winged macaw","dbindenld@go.com","Zathin","Steel",
"771","BNX","Glider, squirrel","dkemmerle@artisteer.com","Prodder","Glass",
"772","IPN","Roadrunner, greater","rpeermanlf@pen.io","Flowdesk","Plexiglass",
"773","MGM","Gecko, ring-tailed","aallibertonlg@state.gov","Bytecard","Vinyl",
"774","BFU","Antechinus, brown","omiddlemistlh@spiegel.de","Prodder","Steel",
"775","AMV","Flamingo, lesser","smallardli@networksolutions.com","Otcom","Glass",
"776","JJU","Peccary, collared","phandylj@shareasale.com","Bitchip","Steel",
"777","NTX","Pied avocet","ddonkersleylk@facebook.com","Fixflex","Wood",
"778","TKL","Squirrel, pine","rshapcotell@symantec.com","Toughjoyfax","Plexiglass",
"779","APC","Red sheep","tkondratenyalm@loc.gov","Fixflex","Stone",
"780","BZC","Squirrel, thirteen-lined","lantoschln@paypal.com","Tin","Stone",
"781","LZA","Possum, western pygmy","aabelovitzlo@zimbio.com","Subin","Granite",
"782","PBO","Australian sea lion","rbrobynlp@facebook.com","Greenlam","Plastic",
"783","TZC","Fisher","dvereylq@ihg.com","Konklab","Rubber",
"784","DQA","Bald eagle","acoteslr@people.com.cn","Zathin","Rubber",
"785","YXS","Darter, african","kegerls@patch.com","Treeflex","Plexiglass",
"786","TLV","Ground monitor (unidentified)","pstanlikelt@spiegel.de","Pannier","Brass",
"787","IRE","Verreaux's sifaka","mloomislu@biglobe.ne.jp","Voltsillam","Steel",
"788","ANA","Sloth, two-toed tree","bircelv@friendfeed.com","Bytecard","Vinyl",
"789","BEB","Hartebeest, red","ibinnelw@homestead.com","Sonsing","Brass",
"790","OCN","Black kite","ebradlylx@hugedomains.com","Sub-Ex","Steel",
"791","SHW","Francolin, swainson's","cfoystonely@seattletimes.com","Fix San","Aluminum",
"792","LAI","Vulture, lappet-faced","ssilverstonelz@seesaa.net","Fix San","Stone",
"793","BBP","Long-tailed skua","mkeemsm0@amazon.com","Bigtax","Wood",
"794","WLD","Whip-tailed wallaby","egoodisonm1@sciencedirect.com","Y-find","Granite",
"795","FEJ","Falcon, prairie","sburgherm2@tumblr.com","Tampflex","Rubber",
"796","CRC","Great egret","cschallm3@blogger.com","Viva","Plexiglass",
"797","BHB","Lynx, african","mboucherm4@free.fr","Span","Plexiglass",
"798","PKX","Trotter, lily","djaslemm5@surveymonkey.com","Stronghold","Aluminum",
"799","CRW","Bee-eater, carmine","bdanielism6@yale.edu","Transcof","Brass",
"800","EGN","Eurasian badger","kmcmickanm7@answers.com","Sub-Ex","Rubber",
"801","DOC","Antechinus, brown","jbattersbym8@smugmug.com","Flexidy","Plastic",
"802","MRE","Timber wolf","mtunnym9@nydailynews.com","Span","Granite",
"803","MIH","European beaver","overacruyssema@addthis.com","Span","Steel",
"804","MVZ","Roadrunner, greater","cgiffardmb@slashdot.org","Y-find","Aluminum",
"805","DKA","African red-eyed bulbul","wtorricellamc@comsenz.com","Prodder","Brass",
"806","YHB","Frogmouth, tawny","ralexandroumd@google.it","Domainer","Vinyl",
"807","DNB","Arctic lemming","afoulshamme@ameblo.jp","Toughjoyfax","Plexiglass",
"808","TFL","Common grenadier","jclimiemf@time.com","Bigtax","Stone",
"809","PNZ","Dove, galapagos","nhuikerbymg@bbc.co.uk","Cardguard","Plastic",
"810","KSP","Ibex","tcallenmh@devhub.com","Redhold","Aluminum",
"811","ASI","Alpaca","npridhammi@bizjournals.com","Opela","Granite",
"812","SFX","Sloth, hoffman's","jbonsalemj@bloglines.com","Flowdesk","Rubber",
"813","SQY","Pheasant, common","ldelmagemk@bizjournals.com","Voyatouch","Brass",
"814","GBR","Tsessebe","desomml@nsw.gov.au","Tempsoft","Plexiglass",
"815","RMU","Possum, common brushtail","dvickarmanmm@wp.com","Temp","Plastic",
"816","UEL","Margay","bcliffordmn@51.la","Konklux","Granite",
"817","BST","Tyrant flycatcher","osallermo@xrea.com","Bamity","Aluminum",
"818","NWT","Two-toed tree sloth","cbemrosemp@dmoz.org","Lotlux","Granite",
"819","OMM","Darter, african","twheelwrightmq@vk.com","Keylex","Wood",
"820","SGU","Land iguana","mravensmr@artisteer.com","Daltfresh","Vinyl",
"821","REA","Elk, Wapiti","amichurinms@ustream.tv","Quo Lux","Plexiglass",
"822","BRV","Mongoose, eastern dwarf","lmacveymt@webeden.co.uk","Andalax","Steel",
"823","EBH","Macaw, scarlet","obaalmu@usnews.com","Konklux","Wood",
"824","QBC","Steller's sea lion","dgowansmv@biblegateway.com","Hatity","Stone",
"825","SRT","Western patch-nosed snake","cpenningmw@diigo.com","Lotlux","Granite",
"826","NSI","Zorro, common","wvaiseymx@amazonaws.com","It","Steel",
"827","XDA","Ox, musk","gpargentmy@google.com.au","Cardify","Plastic",
"828","CFS","Skunk, striped","lmanuelimz@google.co.jp","Veribet","Granite",
"829","GRC","Southern ground hornbill","hjeaffersonn0@aboutads.info","Tresom","Vinyl",
"830","LSN","Pelican, great white","gtemplarn1@ed.gov","Tin","Brass",
"831","MWP","Agile wallaby","sblydenn2@japanpost.jp","Kanlam","Wood",
"832","0","Grey fox","ebussen3@eepurl.com","Regrant","Granite",
"833","MFS","Pelican, brown","jsantenn4@smugmug.com","Ronstring","Brass",
"834","LNG","Arctic tern","bschruyersn5@msu.edu","Sub-Ex","Granite",
"835","CVT","California sea lion","cmccereryn6@wunderground.com","Bigtax","Brass",
"836","YLT","Rabbit, eastern cottontail","twileyn7@google.pl","Treeflex","Steel",
"837","ESN","Monitor, water","mmackneyn8@cnn.com","Tampflex","Rubber",
"838","KWS","Coatimundi, white-nosed","caldcornn9@moonfruit.com","Konklux","Glass",
"839","MNH","Pigeon, feral rock","wfearensidena@acquirethisname.com","Cookley","Granite",
"840","NPR","Seal, southern elephant","sshellshearnb@tinypic.com","Treeflex","Vinyl",
"841","VOH","Marshbird, brown and yellow","bdevasnc@elegantthemes.com","Rank","Vinyl",
"842","OHI","Cape white-eye","bogavennd@patch.com","Namfix","Vinyl",
"843","WYE","Yellow baboon","cjossene@yahoo.com","Lotlux","Steel",
"844","YZA","Southern boubou","gsiemantelnf@ibm.com","Lotstring","Rubber",
"845","PLQ","Ibis, sacred","jbarrouxng@so-net.ne.jp","Quo Lux","Granite",
"846","RAZ","Trotter, lily","flawlingnh@wix.com","Cookley","Steel",
"847","SAF","Vulture, turkey","tandrzejowskini@networkadvertising.org","Fintone","Vinyl",
"848","SWD","Quail, gambel's","cfathersnj@clickbank.net","Home Ing","Granite",
"849","WEF","Shrew, mandras tree","jmechannk@economist.com","Keylex","Vinyl",
"850","GUV","Steenbok","ewitchellnl@ucsd.edu","Zontrax","Brass",
"851","ASW","Asian openbill","rpoatnm@nsw.gov.au","Bytecard","Plexiglass",
"852","TFI","Agouti","jfeifernn@biblegateway.com","Duobam","Plexiglass",
"853","SSP","Llama","ffurmengerno@bbc.co.uk","Overhold","Stone",
"854","KOT","Jungle cat","mbrevittnp@wikia.com","Stronghold","Vinyl",
"855","CID","Eagle, golden","mlongfellownq@adobe.com","Regrant","Rubber",
"856","LYO","Dragon, asian water","ushorrocknr@wiley.com","Andalax","Wood",
"857","SSG","Rabbit, eastern cottontail","hbormanns@va.gov","Treeflex","Glass",
"858","KJA","Currasow (unidentified)","dcaitlinnt@surveymonkey.com","Cookley","Granite",
"859","UVF","Ring-tailed gecko","jprestidgenu@boston.com","Quo Lux","Granite",
"860","PQD","Antelope, roan","tbalfrenv@ehow.com","Greenlam","Granite",
"861","PMK","Barrows goldeneye","hmasternw@ihg.com","Job","Vinyl",
"862","BSZ","Flicker, field","gwinkettnx@constantcontact.com","Greenlam","Plexiglass",
"863","SLL","Violet-crested turaco","fdaverinny@blogspot.com","Temp","Rubber",
"864","YPA","Sloth bear","ecarnecknz@deviantart.com","Stringtough","Granite",
"865","MPG","Crowned hawk-eagle","jbeiningo0@ftc.gov","Bigtax","Stone",
"866","YSH","White-browed owl","pgronavero1@seesaa.net","Biodex","Plastic",
"867","BVP","Wood pigeon","dscotchmero2@indiegogo.com","Flowdesk","Rubber",
"868","AXV","Whale, killer","lbrunao3@senate.gov","Otcom","Brass",
"869","ELT","Red-tailed wambenger","jedgingtono4@123-reg.co.uk","Overhold","Granite",
"870","DWN","Short-nosed bandicoot","gshurmano5@jigsy.com","Zoolab","Aluminum",
"871","TSV","Dragon, komodo","sjillitto6@exblog.jp","Transcof","Vinyl",
"872","BFP","Eastern quoll","gfairburneo7@clickbank.net","Cookley","Wood",
"873","RIM","Common long-nosed armadillo","gvanyo8@wisc.edu","Fintone","Wood",
"874","YBQ","Colobus, black and white","jsmithamo9@de.vu","Ronstring","Steel",
"875","CJH","Ground legaan","dgarroodoa@hexun.com","Matsoft","Wood",
"876","KQH","Square-lipped rhinoceros","sjacobssonob@shinystat.com","Stringtough","Aluminum",
"877","NTY","Marmot, hoary","pgonthieroc@spiegel.de","Rank","Aluminum",
"878","BYB","Wolf, timber","rsinghod@twitter.com","Quo Lux","Stone",
"879","RCU","Impala","hdidomenicooe@aboutads.info","Zoolab","Plexiglass",
"880","LBD","Wolf spider","gstoodof@liveinternet.ru","Zontrax","Glass",
"881","0","Monkey, rhesus","tcrannyog@ftc.gov","Cardify","Steel",
"882","ZAJ","Racer, blue","pweareoh@census.gov","Lotlux","Aluminum",
"883","KPO","Wallaby, whip-tailed","clyardoi@yolasite.com","Bitwolf","Stone",
"884","MLM","Savannah deer (unidentified)","aslyneoj@edublogs.org","Bamity","Brass",
"885","VST","Desert kangaroo rat","rbutrimovichok@ask.com","Cardify","Plexiglass",
"886","ATI","Hyrax","jreisenol@wikia.com","Cardify","Wood",
"887","KNN","Shrew, mandras tree","mmcculleyom@feedburner.com","Domainer","Glass",
"888","BJW","Buffalo, african","jbamellon@opensource.org","Mat Lam Tam","Brass",
"889","AGB","Cormorant, neotropic","mcamieroo@yellowbook.com","Zontrax","Aluminum",
"890","ATN","Suricate","emordinop@fc2.com","Tresom","Plastic",
"891","SEG","Thirteen-lined squirrel","sprinettoq@wordpress.org","Bitchip","Plexiglass",
"892","MEW","Wallaby, tammar","bhalwellor@de.vu","Greenlam","Vinyl",
"893","KKL","Tammar wallaby","ccicchettoos@symantec.com","Greenlam","Plastic",
"894","TOZ","Common wallaroo","sbailieot@salon.com","Cookley","Plastic",
"895","ELW","Seal, southern elephant","dboichatou@noaa.gov","Biodex","Stone",
"896","0","Tree porcupine","cgooderov@answers.com","Wrapsafe","Steel",
"897","ELB","Black-collared barbet","dstanyforthow@cpanel.net","Konklab","Brass",
"898","SFB","Heron, giant","bwallisox@ovh.net","Tampflex","Granite",
"899","PSO","Cat, cape wild","rdarteroy@cloudflare.com","Daltfresh","Rubber",
"900","KUU","Turtle (unidentified)","smaragaoz@bigcartel.com","Gembucket","Stone",
"901","KCA","Boa, columbian rainbow","sdanilevichp0@hibu.com","Keylex","Granite",
"902","MON","Vulture, egyptian","esantusp1@theguardian.com","Solarbreeze","Vinyl",
"903","EVD","Hummingbird (unidentified)","zkeiltyp2@uol.com.br","Bamity","Stone",
"904","WBB","American bison","kcowupp3@last.fm","Tresom","Brass",
"905","USH","Spoonbill, white","fscarlonp4@disqus.com","Latlux","Plexiglass",
"906","SAU","Genoveva","thintzerp5@amazon.com","Y-find","Plexiglass",
"907","BBP","Squirrel, antelope ground","bgilleanp6@wufoo.com","Bigtax","Brass",
"908","EKS","Griffon vulture","sbainbriggep7@wsj.com","Matsoft","Aluminum",
"909","MMJ","Blackbuck","jibbittp8@house.gov","Transcof","Stone",
"910","HNY","Boubou, southern","twalisiakp9@eventbrite.com","Bytecard","Steel",
"911","DSG","Waxbill, blue","ablakerpa@pagesperso-orange.fr","Cardify","Brass",
"912","TYG","Gray heron","dhindmoorpb@imdb.com","Viva","Wood",
"913","MZJ","Sloth, two-toed tree","fkowalpc@mail.ru","Temp","Glass",
"914","FTK","Ibis, glossy","edourinpd@reference.com","Greenlam","Brass",
"915","BQI","Eleven-banded armadillo (unidentified)","ltitherpe@tripod.com","Tampflex","Plastic",
"916","RCA","Squirrel, indian giant","cangerpf@paypal.com","Bitwolf","Plexiglass",
"917","NRL","Common duiker","mdarlisonpg@dyndns.org","Prodder","Granite",
"918","WJR","Eastern white pelican","cprahmph@fc2.com","Opela","Stone",
"919","HEA","Heron, black-crowned night","bmaldenpi@oaic.gov.au","Holdlamis","Wood",
"920","SJF","Lesser masked weaver","zsewterpj@tmall.com","Hatity","Glass",
"921","CFM","Deer, roe","crubroepk@ucla.edu","Lotlux","Vinyl",
"922","AKU","Southern black-backed gull","mcasementpl@i2i.jp","Prodder","Granite",
"923","HEX","Squirrel, eurasian red","ddiggonspm@chronoengine.com","Gembucket","Glass",
"924","ERR","Red-breasted nuthatch","gwrankmorepn@biblegateway.com","Flowdesk","Granite",
"925","KJI","Madagascar fruit bat","cespadaterpo@tinypic.com","Daltfresh","Glass",
"926","TBK","Squirrel, antelope ground","mtamplinpp@issuu.com","Namfix","Steel",
"927","MIV","Rufous tree pie","kboydlepq@goo.gl","Sonsing","Aluminum",
"928","CBD","Screamer, southern","erigbypr@google.it","Hatity","Plexiglass",
"929","MLM","Blue wildebeest","sbarringerps@omniture.com","Flowdesk","Aluminum",
"930","SRD","Snow goose","dbryettpt@gmpg.org","Hatity","Wood",
"931","RGT","Yellow-brown sungazer","bcampspu@addthis.com","It","Wood",
"932","YBG","Squirrel, thirteen-lined","ybernaciakpv@mail.ru","Zamit","Wood",
"933","YRC","Grouse, greater sage","atoffalonipw@list-manage.com","Redhold","Vinyl",
"934","ZRM","Salmon, sockeye","dharridaypx@google.com.hk","Aerified","Wood",
"935","PGH","Deer, barasingha","dfolkspy@usa.gov","Toughjoyfax","Brass",
"936","KRX","Lion, southern sea","handertonpz@slashdot.org","Domainer","Wood",
"937","KTD","Siskin, yellow-rumped","bhillattq0@google.com.br","Overhold","Aluminum",
"938","KFS","Otter, small-clawed","rmaidstoneq1@dedecms.com","Zontrax","Rubber",
"939","MIH","Asian red fox","gandreasq2@economist.com","Andalax","Wood",
"940","APS","Pademelon, red-legged","atynanq3@qq.com","Y-Solowarm","Plexiglass",
"941","GBP","Hawk-eagle, crowned","edeavenellq4@mapquest.com","Opela","Rubber",
"942","SCY","Goliath heron","egrishukhinq5@unesco.org","Matsoft","Glass",
"943","ECO","European badger","flepickq6@wufoo.com","Zaam-Dox","Steel",
"944","GBW","African jacana","mjosefovicq7@google.cn","Job","Aluminum",
"945","VCH","Brazilian otter","cmalleyq8@weather.com","Gembucket","Granite",
"946","VAO","Gulls (unidentified)","fhousegoeq9@vimeo.com","Regrant","Glass",
"947","JUT","Frilled dragon","hmelpussqa@nature.com","Ventosanzap","Plastic",
"948","GUI","Gecko, bent-toed","agoodridgeqb@stanford.edu","Y-Solowarm","Plexiglass",
"949","EML","Blue shark","jfirksqc@wikispaces.com","Hatity","Glass",
"950","ILL","Snow goose","abattersonqd@tiny.cc","Greenlam","Brass",
"951","OBE","Monitor lizard (unidentified)","cbowderyqe@1688.com","Cardguard","Vinyl",
"952","LQM","Seal, northern fur","ashirtcliffeqf@hao123.com","Trippledex","Stone",
"953","PPJ","Baboon, gelada","cmosenqg@google.pl","Tresom","Granite",
"954","LED","Golden eagle","sgainsburghqh@sphinn.com","Stim","Glass",
"955","LFK","Black-tailed deer","dgranthamqi@whitehouse.gov","Matsoft","Aluminum",
"956","CQP","Snowy sheathbill","esaingqj@slate.com","Pannier","Plexiglass",
"957","GUX","Lizard (unidentified)","bgiovannilliqk@flavors.me","Stringtough","Rubber",
"958","JAK","White-throated monitor","daleksandrovql@ehow.com","Otcom","Plastic",
"959","CRJ","Black-throated butcher bird","oarnaoqm@businessinsider.com","Bigtax","Vinyl",
"960","MPT","Grey fox","goxenburyqn@prweb.com","Subin","Granite",
"961","0","Nuthatch, red-breasted","agylleqo@mysql.com","Opela","Vinyl",
"962","MLL","American black bear","fpeintonqp@ft.com","Zontrax","Vinyl",
"963","BBI","Asian foreset tortoise","aingleseqq@vistaprint.com","Solarbreeze","Plexiglass",
"964","DBY","Black spider monkey","mvitallqr@about.com","Bitchip","Rubber",
"965","AWP","Badger, european","iescaleroqs@paginegialle.it","Flowdesk","Brass",
"966","HCQ","Badger, american","wwoollamqt@wix.com","Konklab","Brass",
"967","FAO","Hartebeest, coke's","adumbartonqu@about.me","Y-Solowarm","Wood",
"968","NAU","Stork, white","rspringfordqv@ustream.tv","Treeflex","Wood",
"969","TNX","Antelope, four-horned","hcasselqw@umn.edu","Konklux","Plexiglass",
"970","SHI","Huron","sburgwinqx@wisc.edu","Tin","Brass",
"971","JBB","Madagascar fruit bat","ehanafordqy@freewebs.com","Cardify","Aluminum",
"972","EGN","Gecko, barking","cbeaconsallqz@blogs.com","Tin","Granite",
"973","BQT","Richardson's ground squirrel","mfairfoullr0@odnoklassniki.ru","Lotstring","Granite",
"974","NGD","Zorro, azara's","gisabellr1@w3.org","Duobam","Granite",
"975","FMM","Cockatoo, red-breasted","wlonghirstr2@deviantart.com","Prodder","Plastic",
"976","BME","Bee-eater, nubian","fgeffenr3@parallels.com","Prodder","Rubber",
"977","EAR","Spur-winged goose","rtrevaskisr4@answers.com","Viva","Steel",
"978","USL","Finch, common melba","kpounderr5@cisco.com","Quo Lux","Steel",
"979","TAZ","Blue fox","cdemkowiczr6@wikimedia.org","Pannier","Steel",
"980","OLD","Woodrat (unidentified)","eclawsleyr7@hao123.com","Toughjoyfax","Wood",
"981","POE","Monkey, bleeding heart","kpear8@comsenz.com","Tin","Rubber",
"982","AVA","Possum, western pygmy","ewootonr9@blogger.com","Alpha","Aluminum",
"983","GLS","Suricate","rclapstonra@sitemeter.com","Zathin","Plastic",
"984","LND","Red-headed woodpecker","cjakoubrb@soup.io","Zathin","Granite",
"985","NEK","Kangaroo, brush-tailed rat","cmyrierc@blogtalkradio.com","Cardguard","Glass",
"986","SWH","Red-shouldered glossy starling","hcrewtherrd@mit.edu","Andalax","Stone",
"987","RAK","American woodcock","gdobiere@geocities.com","Konklab","Glass",
"988","NAK","Wapiti, elk,","ethomkinsrf@123-reg.co.uk","Subin","Steel",
"989","TUH","Bee-eater, nubian","csuermeiersrg@cocolog-nifty.com","Asoka","Plastic",
"990","TCJ","Francolin, swainson's","cschulzerh@pbs.org","Tempsoft","Plastic",
"991","KRC","Agile wallaby","chowerdri@cnn.com","Zamit","Granite",
"992","SCD","Blackbuck","oziemeckirj@businesswire.com","Greenlam","Aluminum",
"993","ATT","Ring-tailed coatimundi","asallingerrk@istockphoto.com","Voyatouch","Steel",
"994","TOT","Horned lark","mdoileyrl@ocn.ne.jp","Biodex","Plastic",
"995","PDZ","Monitor lizard (unidentified)","rsuttlerm@yellowpages.com","Flowdesk","Granite",
"996","MIM","Brown antechinus","dtuckleyrn@pinterest.com","Solarbreeze","Brass",
"997","MUS","Field flicker","goadesro@wikipedia.org","Bitwolf","Granite",
"998","NDA","Brown pelican","adionisrp@homestead.com","Gembucket","Brass",
"999","SOA","Raccoon, common","ifarnworthrq@patch.com","Namfix","Granite",
"1000","CNE","Sea birds (unidentified)","bhankeyrr@jiathis.com","Voltsillam","Stone",
